anno,keyword1,keyword2,relationship
2015,procedural generation,high- and low-level,{'c581057b6f2b3ddd0af8bb120fe2b4bd8a8e269b': 2}
2015,long short,term memory,{'538895329f4474c4a48123b742547a22bc98bf44': 2}
2015,benchmark (computing),experiment,"{'b483c6f24e50abd5cc5ef83559e77812b64e6dc3': 2, 'dc6dd9d973b40b03444db1deb9de925defe394a4': 2}"
2015,artificial neural network,feature learning,{'329f0b41eadc23cfbcd7fb35cdfcde4eef194665': 2}
2015,artificial neural network,supervised learning,{'56c23edb6ad70080677fabf7f35bbfcaefd60d5d': 2}
2015,feature learning,algorithm,"{'ae1df1018a619963cd7fd8b986e67f213ce556e1': 2, '9655bb7283c4249606b4a726dd03771d69ee655e': 2}"
2015,supervised learning,convolutional neural network,{'56c23edb6ad70080677fabf7f35bbfcaefd60d5d': 2}
2015,supervised learning,algorithm,{'635c15c71006d96486cf6be871c860e1b59f8514': 2}
2015,algorithm,experiment,{'98b4b1ab436fec259949049e28db0f60faaac882': 2}
2015,sentiment analysis ,opinion mining ,"{'dd263b4c287598b050ed50f1420121c621b153f1': 2, '8b18974ca63955d5b034a42ed574648f986451f7': 2}"
2015,throughput,simulation,{'50a1e39d33b40962096ccf645059c95af13fca47': 2}
2015,loss function,artificial neural network,{'586711c58c01ecfaf9c93f3953871dff6cba0a08': 2}
2015,feedforward neural network,artificial neural network,"{'329f0b41eadc23cfbcd7fb35cdfcde4eef194665': 2, '74e06442abd8305f1b1d3c39312d901bce785883': 2}"
2015,computer simulation,artificial neural network,"{'612b62f679ae27d1bda55eb93328c28b921a2adf': 2, 'ecf7ddbfa0c7603a46b9dccb1c0adcf60d2dcc2b': 2}"
2015,well-posed problem,supervised learning,{'635c15c71006d96486cf6be871c860e1b59f8514': 2}
2015,well-posed problem,algorithm,{'635c15c71006d96486cf6be871c860e1b59f8514': 2}
2015,convex optimization,fuzzy control system,{'4f558859ab5805e3c86f2473627526066bca41fb': 2}
2015,convex optimization,lyapunov fractal,"{'4f558859ab5805e3c86f2473627526066bca41fb': 2, '3de66a2317f3d577e02541d43ba989464cdf404c': 2, 'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 2}"
2015,convex optimization,mathematical optimization,"{'4f558859ab5805e3c86f2473627526066bca41fb': 2, '3de66a2317f3d577e02541d43ba989464cdf404c': 2, 'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 2}"
2015,convex optimization,optimization problem,"{'4f558859ab5805e3c86f2473627526066bca41fb': 2, '3de66a2317f3d577e02541d43ba989464cdf404c': 2, 'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 2}"
2015,fuzzy control system,lyapunov fractal,"{'4f558859ab5805e3c86f2473627526066bca41fb': 2, 'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 2}"
2015,fuzzy control system,mathematical optimization,{'4f558859ab5805e3c86f2473627526066bca41fb': 2}
2015,fuzzy control system,optimization problem,{'4f558859ab5805e3c86f2473627526066bca41fb': 2}
2015,lyapunov fractal,mathematical optimization,"{'4f558859ab5805e3c86f2473627526066bca41fb': 2, '3de66a2317f3d577e02541d43ba989464cdf404c': 2, 'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 2}"
2015,lyapunov fractal,optimization problem,"{'4f558859ab5805e3c86f2473627526066bca41fb': 2, '3de66a2317f3d577e02541d43ba989464cdf404c': 2, 'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 2}"
2015,filter bank,convolutional neural network,{'956e7f22a566616af5f73cb101397825f09de37d': 2}
2015,linear matrix inequality,lyapunov fractal,{'622cd0cd6537cf0b6019460bf5af870a939f4230': 2}
2015,unit commitment,genetic algorithm,{'113dc1d0ac332267d97c7f61b1bf60d67e1995f4': 2}
2015,memristor-based neural networks,fractional-order,{'622cd0cd6537cf0b6019460bf5af870a939f4230': 2}
2015,memristor-based neural networks,synchronization,{'622cd0cd6537cf0b6019460bf5af870a939f4230': 2}
2015,fractional-order,stability,{'622cd0cd6537cf0b6019460bf5af870a939f4230': 2}
2015,particle swarm optimization,ga genetic algorithm,{'57fe3a3595971ce31e261cd13288979c6dee641b': 2}
2015,benchmark (computing),genetic algorithm,{'6b6a7c3d6742499f3add37cd5733db569688e837': 2}
2015,benchmark (computing),numerical analysis,{'6b6a7c3d6742499f3add37cd5733db569688e837': 2}
2015,theory,cluster analysis,{'329f0b41eadc23cfbcd7fb35cdfcde4eef194665': 2}
2015,theory,machine learning,{'329f0b41eadc23cfbcd7fb35cdfcde4eef194665': 2}
2015,genetic algorithm,numerical analysis,{'6b6a7c3d6742499f3add37cd5733db569688e837': 2}
2015,big data,scalability,{'f7cb17c83e735d498688547f0fe9dbf338570e45': 2}
2015,optimization,swarm intelligence,"{'4e6c77987dc4acee3ecad9f44d1a4a3987bb6379': 2, 'b992517a8e48422e62d503d24add230eec0d1393': 2}"
2015,regione lazio,social ties,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,regione lazio,enterprise social network,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,regione lazio,topic discussions,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,regione lazio,specialized companies,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,regione lazio,international network,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,regione lazio,paper describes,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,regione lazio,central italy,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,regione lazio,digital services,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,social ties,enterprise social network,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,social ties,topic discussions,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,social ties,specialized companies,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,social ties,international network,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,social ties,paper describes,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,social ties,central italy,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,social ties,digital services,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,enterprise social network,topic discussions,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,enterprise social network,specialized companies,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,enterprise social network,international network,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,enterprise social network,paper describes,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,enterprise social network,central italy,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,enterprise social network,digital services,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,topic discussions,specialized companies,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,topic discussions,international network,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,topic discussions,paper describes,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,topic discussions,central italy,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,topic discussions,digital services,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,specialized companies,international network,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,specialized companies,paper describes,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,specialized companies,central italy,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,specialized companies,digital services,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,international network,paper describes,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,international network,central italy,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,international network,digital services,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,paper describes,central italy,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,paper describes,digital services,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,central italy,digital services,"{'3bf7a010ce3e000a1314d728bc188ba641226a60': 2, '2ac6af8407a08cec5d2736330a08ae5e42a80c67': 2, 'bf5e9337896adb10e3d037f0dfd9c12b304bb290': 2}"
2015,dynamic programming,algorithm,"{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}"
2015,dynamic programming,numerical analysis,"{'85432384611064d11b5fd92f9ae699262024fb38': 2, '584825fd88727d001629ffde95b773dcd985e40a': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}"
2015,dynamic programming,optimal control,"{'85432384611064d11b5fd92f9ae699262024fb38': 2, '584825fd88727d001629ffde95b773dcd985e40a': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 3, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}"
2015,algorithm,numerical analysis,"{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}"
2015,algorithm,optimal control,"{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}"
2015,numerical analysis,optimal control,"{'85432384611064d11b5fd92f9ae699262024fb38': 2, '584825fd88727d001629ffde95b773dcd985e40a': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}"
2015,anatomy regional,numerical analysis,"{'6f0b02961b684e27e06332d482e9ae4acc286501': 2, '76b00058fbb669c67f8cfcccbc1f2c27eae3f389': 2}"
2015,anatomy regional,http public key pinning,"{'6f0b02961b684e27e06332d482e9ae4acc286501': 2, '76b00058fbb669c67f8cfcccbc1f2c27eae3f389': 2}"
2015,anatomy regional,network topology,"{'6f0b02961b684e27e06332d482e9ae4acc286501': 2, '76b00058fbb669c67f8cfcccbc1f2c27eae3f389': 2}"
2015,numerical analysis,http public key pinning,"{'6f0b02961b684e27e06332d482e9ae4acc286501': 3, '76b00058fbb669c67f8cfcccbc1f2c27eae3f389': 3}"
2015,numerical analysis,network topology,"{'6f0b02961b684e27e06332d482e9ae4acc286501': 2, '76b00058fbb669c67f8cfcccbc1f2c27eae3f389': 2}"
2015,http public key pinning,network topology,"{'6f0b02961b684e27e06332d482e9ae4acc286501': 2, '76b00058fbb669c67f8cfcccbc1f2c27eae3f389': 2}"
2015,requirement,big data,{'edc6dd81af215fa3030f2c521be053e915721c0b': 2}
2015,converge,nonlinear system,{'8070a5ab9c85134ea82953e4ec9d0b3cc1ae36a1': 2}
2015,formal system,nonlinear system,{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 5}
2015,formal system,fuzzy logic,{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 5}
2015,formal system,simulation,{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 4}
2015,formal system,approximation algorithm,{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 4}
2015,nonlinear system,fuzzy logic,{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 5}
2015,nonlinear system,approximation algorithm,"{'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 3, '2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 4, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}"
2015,fuzzy logic,simulation,{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 4}
2015,fuzzy logic,approximation algorithm,{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 4}
2015,control theory,fuzzy control system,{'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 2}
2015,simulation,approximation algorithm,"{'2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 3, 'f710b7de8bbedd61eea2ef9e1a7373b0f01728ba': 2}"
2015,controllers,nonlinear system,{'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 2}
2015,apparatus including,methods systems,{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2}
2015,apparatus including,storage media,{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2}
2015,apparatus including,programs encoded,{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2}
2015,methods systems,storage media,{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2}
2015,methods systems,programs encoded,{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2}
2015,storage media,programs encoded,{'81fd58fbd8599952e84357f49a70a0e97f37a591': 2}
2015,control system,nonlinear system,"{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}"
2015,control system,optimal control,"{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}"
2015,iteration,dynamic programming,"{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}"
2015,iteration,algorithm,"{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}"
2015,iteration,numerical analysis,"{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}"
2015,iteration,optimal control,"{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2}"
2015,nonlinear system,dynamic programming,{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}
2015,nonlinear system,optimal control,"{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 3, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2, '3f8e3c9ea34de08ac1c14a9cb4f7681a338abe4b': 2}"
2015,nonlinear system,interaction,{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}
2015,bellman equation,optimal control,"{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2, '612b62f679ae27d1bda55eb93328c28b921a2adf': 2}"
2015,anomalous experiences,virtual reality,{'637d848056621c75bf7450d8af25ec5ef2f6478a': 2}
2015,anomalous experiences,electroencephalography,{'637d848056621c75bf7450d8af25ec5ef2f6478a': 2}
2015,virtual reality,electroencephalography,{'637d848056621c75bf7450d8af25ec5ef2f6478a': 2}
2015,simulation,interference (communication),{'cbeb8ca193636affa82a9ad6de76b5fbea787e27': 2}
2015,???? ,???? ,{'94b337a48fa49484808d8506d10dc2c6d3640e3b': 10}
2015,???? ,link prediction ,{'94b337a48fa49484808d8506d10dc2c6d3640e3b': 2}
2015,???? ,social network ,{'94b337a48fa49484808d8506d10dc2c6d3640e3b': 4}
2015,???? ,dynamic network ,{'94b337a48fa49484808d8506d10dc2c6d3640e3b': 4}
2015,???? ,similarity metric ,{'94b337a48fa49484808d8506d10dc2c6d3640e3b': 4}
2015,???? ,11101,{'94b337a48fa49484808d8506d10dc2c6d3640e3b': 4}
2015,learning model ,???? ,{'94b337a48fa49484808d8506d10dc2c6d3640e3b': 4}
2015,link prediction ,???? ,{'94b337a48fa49484808d8506d10dc2c6d3640e3b': 3}
2015,algorithm,real-time transcription,"{'616cba6eea1fe425582fc8b5fb87e197ca229707': 2, '391f17b6c1cf0f35e7dca80cc60797f7744db838': 2, '2c68cd803184911c8ecc7ceb25315684f18866ae': 2}"
2015,particle swarm optimization,principal component analysis,{'57fe3a3595971ce31e261cd13288979c6dee641b': 2}
